id,predicted_price
2591820310,371389.78
7974200820,828379.6
7701450110,1080117.0
9522300010,1948597.1
9510861140,697019.6
1761300310,250100.69
7732410120,723541.25
7010701383,621284.44
291310170,442257.3
4232901990,544282.6
6840701125,676634.6
3971700580,407099.84
4202400078,248661.58
6064800090,351436.72
2626119028,255962.8
3303980660,1108648.8
862000020,672487.9
2386000070,997433.3
1138000450,367879.53
1775800420,446013.4
2291401425,404675.2
2025770560,815041.5
3525069037,695897.8
9324800450,576729.25
8080400136,509469.25
8651540040,528022.0
9407001790,228117.02
1773101530,229009.64
9432900250,350844.3
1794500695,611809.25
2220069003,327395.78
923000120,486127.78
5728000060,531949.7
16000200,249293.17
1926059094,430061.9
6672900220,1041421.56
3629860060,856356.0
1822069109,417174.72
6675500105,361194.72
249000180,1672597.4
226059065,454972.06
396100110,258074.67
9264450460,335678.9
7853361210,387839.25
9474700020,256878.61
421000455,226532.27
3755200220,405198.03
7960100075,462302.53
9477100490,422603.34
9138100350,722605.44
1624049275,492966.38
2770606890,500004.62
1157200189,423114.7
2770601800,500489.8
9301300805,502235.97
2325069032,1143801.8
1021079099,357199.2
7215730040,783701.1
1853200080,454547.03
3224600340,713125.1
3222049120,401896.44
2113700025,318036.62
7893207925,210517.52
3586501085,550881.25
8024200010,372868.25
7116500705,173316.19
1598600209,306731.2
7204200025,894317.8
4206901505,577920.7
2937300440,941258.75
7205000180,343921.9
8718500665,371731.38
5318101765,828563.0
4122700020,827601.0
8078700020,492630.34
3303980680,892477.4
8924100372,1175492.4
2781270210,206424.3
519000043,528926.2
3225069301,1421804.6
151000075,717183.9
2297400020,421582.9
6617500085,708378.4
104510180,233653.64
3528900060,963715.2
3345100286,529622.7
1226039130,411705.44
8712100720,754992.3
3037200010,411350.66
3626039268,411198.84
104510230,229112.75
5112800060,379139.0
6072400280,638998.06
5317100570,1190136.1
9528102993,492781.7
2919201095,514293.25
6181400920,267789.94
185000161,245317.34
8691400010,774149.9
3345700165,528185.2
6151800486,222081.9
4340000080,1198850.8
4136960010,573800.7
3634100030,337230.62
1624059224,1055095.2
2788400090,267264.88
9828200762,491143.3
7524400250,515781.53
3528000290,697845.06
5700003630,2025464.9
2720069019,309835.25
7227501170,229749.89
2397101270,578693.9
6792100090,702997.1
2770602265,544963.56
3971700937,261315.81
422049203,210792.36
3076500830,281517.75
1423400260,294218.28
9161100795,460210.9
3126049052,501919.94
5100401468,341711.84
514500235,399882.4
1423200170,197464.95
1402100070,396052.56
624110020,765423.4
2407000145,206207.66
1890000225,847745.1
1320069271,287315.6
5490700085,365361.78
263000155,453854.4
3726800201,470726.62
5153200358,311145.8
2725079018,803158.06
7165700200,275590.0
9429000170,586896.25
8718500075,363834.3
1760650950,303874.94
1068000559,1277151.1
4113800500,700197.56
4077800507,539828.1
2725069150,750172.9
4008400035,672822.75
7016310270,448772.22
1432701230,233750.61
3278606050,393177.38
2473350710,387871.4
2185000685,179083.38
7792000025,401624.8
6868200029,503664.34
624069003,754710.8
7431500280,794022.06
3296000040,565759.9
1118001215,1520802.6
6453900040,759939.9
333100209,797147.3
34001765,602137.94
8946700100,377478.34
5561401210,577204.6
6671900095,365182.4
3275850020,741540.56
3876300600,398793.56
1450900020,241977.69
8562780280,318137.94
7663700973,309499.75
2126049032,376519.47
1823059159,180489.67
3438503426,318813.75
9297301495,546544.7
7140700850,383630.53
7942601805,658273.06
2555900030,388309.25
2887970040,288548.22
7419700010,653829.6
2239000011,409101.9
9283800050,318297.28
9407001340,278718.38
217500140,549047.1
7212660520,258204.64
3298201170,356333.97
3057000400,274069.03
6865200444,471167.2
6071600340,476592.5
6821600005,738792.6
1235100371,796548.4
7796450340,350682.06
3603000410,188068.17
9297300255,525514.7
9126100850,540148.94
2770601462,513913.78
2599001500,232951.9
1102000095,765914.75
1853080640,898090.4
9551201585,1000668.0
3438500796,351035.1
7518504291,519047.66
9269200340,469568.4
715010130,1434140.0
1982201485,585411.5
9526500080,377894.03
9277200180,471984.34
6669150280,313027.72
8917100153,566144.7
3760500516,962811.2
2725069050,926659.75
3332000091,321876.1
8562770080,574538.3
8151601190,240270.03
8563040160,616467.8
240000269,699762.4
4307350200,307013.9
1311910300,254775.08
3574900030,520345.16
7853230570,407851.8
320069049,366301.66
9839301060,684252.25
7011201333,637711.06
2781320100,300026.66
3421069120,435971.66
7852030320,461109.72
5316101075,2370236.2
5309100750,538630.94
629000730,697249.7
511700170,310377.62
1562100030,551561.5
2489200230,683334.7
524069116,479585.3
5315100737,971870.44
1868900675,795364.25
1608000120,335220.44
705700240,357980.16
7575600610,274157.12
1778500015,685522.0
5423500240,189854.55
6713700025,322141.12
2734100734,297372.06
301402280,226877.55
2113700205,258831.38
4114601570,2863763.5
3332000615,303626.38
3630050180,361381.16
6852700520,516998.4
6870310010,595232.4
6163900981,349651.84
393000142,401127.53
1771100130,362349.84
1442860160,388001.66
9191200435,572093.2
6788200800,902083.5
1115300070,686711.56
3176600105,703447.75
2770604665,568270.5
5469500580,431528.2
5680000545,560640.7
3424089119,532526.8
1328300180,334253.53
1773100922,374255.5
4123830480,323562.66
9808610190,876449.9
4250200140,274340.72
4217402115,3325919.5
3831250350,395070.62
2397101055,779120.4
6817850110,828786.6
7526800200,618274.1
7853370100,677494.06
2523089025,891338.5
9476200680,276766.0
5714200140,395709.75
3575304895,563900.9
263000018,421812.16
8080400177,497142.25
6450304130,332254.78
514500090,518384.28
9477000300,409872.0
853600310,1379406.8
1951600240,211502.98
1099900120,327201.0
5323100120,494300.56
1223089016,408525.25
522059172,235220.92
1930300190,708035.25
9542840410,298677.2
8665050530,502987.06
5592900205,382714.75
5450300010,570429.4
2459960030,330761.94
3331500455,523784.53
3432500705,390808.4
3702900165,313477.9
5249803550,570131.94
626049058,461851.78
1788900380,204302.45
8075400360,230231.33
9113200250,745478.0
2738640040,700818.9
7821200307,510759.88
3530440140,252253.2
3582700130,463969.9
9276200569,710166.8
7197800020,605524.56
686200490,562977.25
3501600100,344993.8
6383000690,581403.94
7604400150,390504.38
5249801411,764002.0
2607720420,434884.1
9561100010,413275.03
1796370590,263172.25
4077800593,348793.28
854000165,244373.27
5536100010,687324.8
4188000670,834987.4
31000165,1356209.1
662350050,883839.6
4137000280,270377.94
6169901130,1004109.4
1953400510,255838.58
7518506716,1041254.75
